year,country,country_code,infant_mortality_rate,isRegion
1992,IBRD only,IBD,55.51957138,yes
1993,IBRD only,IBD,54.35614077,yes
1994,IBRD only,IBD,53.10895353,yes
1995,IBRD only,IBD,51.71970269,yes
1996,IBRD only,IBD,50.26274008,yes
1997,IBRD only,IBD,48.70891793,yes
1998,IBRD only,IBD,47.09899223,yes
1999,IBRD only,IBD,45.55296985,yes
2000,IBRD only,IBD,43.79181376,yes
2001,IBRD only,IBD,42.06127195,yes
2002,IBRD only,IBD,40.30540053,yes
2003,IBRD only,IBD,38.6221595,yes
2004,IBRD only,IBD,37.09793005,yes
2005,IBRD only,IBD,35.26420831,yes
2006,IBRD only,IBD,33.64344597,yes
2007,IBRD only,IBD,32.05043439,yes
2008,IBRD only,IBD,30.44704378,yes
2009,IBRD only,IBD,28.88954064,yes
2010,IBRD only,IBD,27.38572394,yes
2011,IBRD only,IBD,25.99638463,yes
2012,IBRD only,IBD,24.68682622,yes
2013,IBRD only,IBD,23.457663,yes
2014,IBRD only,IBD,22.35050557,yes
2015,IBRD only,IBD,21.27567129,yes
2016,IBRD only,IBD,20.39302953,yes
2017,IBRD only,IBD,19.48147506,yes
2018,IBRD only,IBD,18.65317758,yes
2019,IBRD only,IBD,17.90499767,yes
2020,IBRD only,IBD,17.25110925,yes
1990,Late-demographic dividend,LTE,40.13002889,yes
1991,Late-demographic dividend,LTE,39.53381769,yes
1992,Late-demographic dividend,LTE,38.75147657,yes
1993,Late-demographic dividend,LTE,37.77397265,yes
1994,Late-demographic dividend,LTE,36.60132241,yes
1995,Late-demographic dividend,LTE,35.34659704,yes
1996,Late-demographic dividend,LTE,33.9496086,yes
1997,Late-demographic dividend,LTE,32.5371789,yes
1998,Late-demographic dividend,LTE,30.98128519,yes
1999,Late-demographic dividend,LTE,29.35641393,yes
2000,Late-demographic dividend,LTE,27.61762013,yes
2001,Late-demographic dividend,LTE,25.81505881,yes
2002,Late-demographic dividend,LTE,23.99173127,yes
2003,Late-demographic dividend,LTE,22.21416832,yes
2004,Late-demographic dividend,LTE,20.65192199,yes
2005,Late-demographic dividend,LTE,18.99849138,yes
2006,Late-demographic dividend,LTE,17.62705798,yes
2007,Late-demographic dividend,LTE,16.40481264,yes
2008,Late-demographic dividend,LTE,15.26947255,yes
2009,Late-demographic dividend,LTE,14.33212169,yes
2010,Late-demographic dividend,LTE,13.38867481,yes
2011,Late-demographic dividend,LTE,12.56983042,yes
2012,Late-demographic dividend,LTE,11.8225541,yes
2013,Late-demographic dividend,LTE,11.15988427,yes
2014,Late-demographic dividend,LTE,10.50869273,yes
2015,Late-demographic dividend,LTE,9.917998001,yes
2016,Late-demographic dividend,LTE,9.460431298,yes
2017,Late-demographic dividend,LTE,8.87335943,yes
2018,Late-demographic dividend,LTE,8.412676403,yes
2019,Late-demographic dividend,LTE,8.007919717,yes
2020,Late-demographic dividend,LTE,7.665169922,yes
1990,Latin America & Caribbean (excluding high income),LAC,45.33529801,yes
1991,Latin America & Caribbean (excluding high income),LAC,43.63774617,yes
1992,Latin America & Caribbean (excluding high income),LAC,41.90210683,yes
1993,Latin America & Caribbean (excluding high income),LAC,40.07807483,yes
1994,Latin America & Caribbean (excluding high income),LAC,38.27042618,yes
1995,Latin America & Caribbean (excluding high income),LAC,36.51693769,yes
1996,Latin America & Caribbean (excluding high income),LAC,34.7531417,yes
1997,Latin America & Caribbean (excluding high income),LAC,33.10612321,yes
1998,Latin America & Caribbean (excluding high income),LAC,31.71878082,yes
1999,Latin America & Caribbean (excluding high income),LAC,29.9958833,yes
2000,Latin America & Caribbean (excluding high income),LAC,28.58921639,yes
2001,Latin America & Caribbean (excluding high income),LAC,27.21714008,yes
2002,Latin America & Caribbean (excluding high income),LAC,25.9651558,yes
2003,Latin America & Caribbean (excluding high income),LAC,24.76279584,yes
2004,Latin America & Caribbean (excluding high income),LAC,23.6574374,yes
2005,Latin America & Caribbean (excluding high income),LAC,22.61680275,yes
2006,Latin America & Caribbean (excluding high income),LAC,21.67205338,yes
2007,Latin America & Caribbean (excluding high income),LAC,20.80107753,yes
2008,Latin America & Caribbean (excluding high income),LAC,19.97790609,yes
2009,Latin America & Caribbean (excluding high income),LAC,19.22908421,yes
2010,Latin America & Caribbean (excluding high income),LAC,19.74933768,yes
2011,Latin America & Caribbean (excluding high income),LAC,17.87768089,yes
2012,Latin America & Caribbean (excluding high income),LAC,17.26450472,yes
2013,Latin America & Caribbean (excluding high income),LAC,16.70383019,yes
2014,Latin America & Caribbean (excluding high income),LAC,16.20637339,yes
2015,Latin America & Caribbean (excluding high income),LAC,15.69539997,yes
2016,Latin America & Caribbean (excluding high income),LAC,15.58690584,yes
2017,Latin America & Caribbean (excluding high income),LAC,14.8590197,yes
2018,Latin America & Caribbean (excluding high income),LAC,14.45173799,yes
2019,Latin America & Caribbean (excluding high income),LAC,14.03506184,yes
2020,Latin America & Caribbean (excluding high income),LAC,13.66025456,yes
1990,IDA only,IDX,103.9049999,yes
1991,IDA only,IDX,101.9269385,yes
1992,IDA only,IDX,99.94019225,yes
1993,IDA only,IDX,98.01712138,yes
1994,IDA only,IDX,96.71044825,yes
1995,IDA only,IDX,93.84360428,yes
1996,IDA only,IDX,91.63268879,yes
1997,IDA only,IDX,89.30584152,yes
1998,IDA only,IDX,86.94573935,yes
1999,IDA only,IDX,84.26844374,yes
2000,IDA only,IDX,81.56870482,yes
2001,IDA only,IDX,78.70312198,yes
2002,IDA only,IDX,75.77857068,yes
2003,IDA only,IDX,72.92780217,yes
2004,IDA only,IDX,70.16998225,yes
2005,IDA only,IDX,67.56113909,yes
2006,IDA only,IDX,65.14060403,yes
2007,IDA only,IDX,62.79549854,yes
2008,IDA only,IDX,61.0472982,yes
2009,IDA only,IDX,58.62943664,yes
2010,IDA only,IDX,57.20115018,yes
2011,IDA only,IDX,54.98401213,yes
2012,IDA only,IDX,53.38828021,yes
2013,IDA only,IDX,51.85235678,yes
2014,IDA only,IDX,50.41198076,yes
2015,IDA only,IDX,49.04308001,yes
2016,IDA only,IDX,47.6485489,yes
2017,IDA only,IDX,46.20586127,yes
2018,IDA only,IDX,44.96912691,yes
2019,IDA only,IDX,43.7766524,yes
2020,IDA only,IDX,42.63957718,yes
1990,Latin America & the Caribbean (IDA & IBRD countries),TLA,43.9430209,yes
1991,Latin America & the Caribbean (IDA & IBRD countries),TLA,42.27676433,yes
1992,Latin America & the Caribbean (IDA & IBRD countries),TLA,40.59111825,yes
1993,Latin America & the Caribbean (IDA & IBRD countries),TLA,38.84313713,yes
1994,Latin America & the Caribbean (IDA & IBRD countries),TLA,37.11813061,yes
1995,Latin America & the Caribbean (IDA & IBRD countries),TLA,35.45168098,yes
1996,Latin America & the Caribbean (IDA & IBRD countries),TLA,33.77092375,yes
1997,Latin America & the Caribbean (IDA & IBRD countries),TLA,32.19399948,yes
1998,Latin America & the Caribbean (IDA & IBRD countries),TLA,30.85820272,yes
1999,Latin America & the Caribbean (IDA & IBRD countries),TLA,29.90194711,yes
2000,Latin America & the Caribbean (IDA & IBRD countries),TLA,27.84136067,yes
2001,Latin America & the Caribbean (IDA & IBRD countries),TLA,26.51450281,yes
2002,Latin America & the Caribbean (IDA & IBRD countries),TLA,25.31224798,yes
2003,Latin America & the Caribbean (IDA & IBRD countries),TLA,24.15282507,yes
2004,Latin America & the Caribbean (IDA & IBRD countries),TLA,23.08325131,yes
2005,Latin America & the Caribbean (IDA & IBRD countries),TLA,22.06807797,yes
2006,Latin America & the Caribbean (IDA & IBRD countries),TLA,21.15559296,yes
2007,Latin America & the Caribbean (IDA & IBRD countries),TLA,20.31595898,yes
2008,Latin America & the Caribbean (IDA & IBRD countries),TLA,19.52757205,yes
2009,Latin America & the Caribbean (IDA & IBRD countries),TLA,18.8208067,yes
2010,Latin America & the Caribbean (IDA & IBRD countries),TLA,19.30212212,yes
2011,Latin America & the Caribbean (IDA & IBRD countries),TLA,17.56515073,yes
2012,Latin America & the Caribbean (IDA & IBRD countries),TLA,17.00720025,yes
2013,Latin America & the Caribbean (IDA & IBRD countries),TLA,16.49688648,yes
2014,Latin America & the Caribbean (IDA & IBRD countries),TLA,16.0474057,yes
2015,Latin America & the Caribbean (IDA & IBRD countries),TLA,15.6209993,yes
2016,Latin America & the Caribbean (IDA & IBRD countries),TLA,15.7593298,yes
2017,Latin America & the Caribbean (IDA & IBRD countries),TLA,15.07277114,yes
2018,Latin America & the Caribbean (IDA & IBRD countries),TLA,14.68028882,yes
2019,Latin America & the Caribbean (IDA & IBRD countries),TLA,14.28084628,yes
2020,Latin America & the Caribbean (IDA & IBRD countries),TLA,13.92155047,yes
1990,Latin America & Caribbean,LCN,43.4,yes
1991,Latin America & Caribbean,LCN,41.8,yes
1992,Latin America & Caribbean,LCN,40.1,yes
1993,Latin America & Caribbean,LCN,38.4,yes
1994,Latin America & Caribbean,LCN,36.7,yes
1995,Latin America & Caribbean,LCN,35.1,yes
1996,Latin America & Caribbean,LCN,33.4,yes
1997,Latin America & Caribbean,LCN,31.9,yes
1998,Latin America & Caribbean,LCN,30.5,yes
1999,Latin America & Caribbean,LCN,29.6,yes
2000,Latin America & Caribbean,LCN,27.5,yes
2001,Latin America & Caribbean,LCN,26.3,yes
2002,Latin America & Caribbean,LCN,25.1,yes
2003,Latin America & Caribbean,LCN,23.9,yes
2004,Latin America & Caribbean,LCN,22.9,yes
2005,Latin America & Caribbean,LCN,21.9,yes
2006,Latin America & Caribbean,LCN,21,yes
2007,Latin America & Caribbean,LCN,20.1,yes
2008,Latin America & Caribbean,LCN,19.3,yes
2009,Latin America & Caribbean,LCN,18.6,yes
2010,Latin America & Caribbean,LCN,19.1,yes
2011,Latin America & Caribbean,LCN,17.4,yes
2012,Latin America & Caribbean,LCN,16.9,yes
2013,Latin America & Caribbean,LCN,16.4,yes
2014,Latin America & Caribbean,LCN,15.9,yes
2015,Latin America & Caribbean,LCN,15.5,yes
2016,Latin America & Caribbean,LCN,15.6,yes
2017,Latin America & Caribbean,LCN,14.9,yes
2018,Latin America & Caribbean,LCN,14.6,yes
2019,Latin America & Caribbean,LCN,14.2,yes
2020,Latin America & Caribbean,LCN,13.8,yes
1990,Heavily indebted poor countries (HIPC),HPC,108.67995,yes
1991,Heavily indebted poor countries (HIPC),HPC,107.0727934,yes
1992,Heavily indebted poor countries (HIPC),HPC,105.4605996,yes
1993,Heavily indebted poor countries (HIPC),HPC,103.9271991,yes
1994,Heavily indebted poor countries (HIPC),HPC,103.2390437,yes
1995,Heavily indebted poor countries (HIPC),HPC,100.3512505,yes
1996,Heavily indebted poor countries (HIPC),HPC,98.37856152,yes
1997,Heavily indebted poor countries (HIPC),HPC,96.219075,yes
1998,Heavily indebted poor countries (HIPC),HPC,93.99969862,yes
1999,Heavily indebted poor countries (HIPC),HPC,91.30481664,yes
2000,Heavily indebted poor countries (HIPC),HPC,88.55249366,yes
2001,Heavily indebted poor countries (HIPC),HPC,85.55997175,yes
2002,Heavily indebted poor countries (HIPC),HPC,82.45054761,yes
2003,Heavily indebted poor countries (HIPC),HPC,79.371417,yes
2004,Heavily indebted poor countries (HIPC),HPC,76.37041674,yes
2005,Heavily indebted poor countries (HIPC),HPC,73.54557655,yes
2006,Heavily indebted poor countries (HIPC),HPC,70.93143761,yes
2007,Heavily indebted poor countries (HIPC),HPC,68.3847378,yes
2008,Heavily indebted poor countries (HIPC),HPC,66.06083213,yes
2009,Heavily indebted poor countries (HIPC),HPC,63.86964536,yes
2010,Heavily indebted poor countries (HIPC),HPC,62.34610958,yes
2011,Heavily indebted poor countries (HIPC),HPC,59.79667469,yes
2012,Heavily indebted poor countries (HIPC),HPC,57.83168682,yes
2013,Heavily indebted poor countries (HIPC),HPC,56.01166588,yes
2014,Heavily indebted poor countries (HIPC),HPC,54.345575,yes
2015,Heavily indebted poor countries (HIPC),HPC,52.78138856,yes
2016,Heavily indebted poor countries (HIPC),HPC,51.2046049,yes
2017,Heavily indebted poor countries (HIPC),HPC,49.64819521,yes
2018,Heavily indebted poor countries (HIPC),HPC,48.23119772,yes
2019,Heavily indebted poor countries (HIPC),HPC,46.91232141,yes
2020,Heavily indebted poor countries (HIPC),HPC,45.63113572,yes
1990,IDA & IBRD total,IBT,70.49681575,yes
1991,IDA & IBRD total,IBT,69.62968709,yes
1992,IDA & IBRD total,IBT,68.77849307,yes
1993,IDA & IBRD total,IBT,67.84352534,yes
1994,IDA & IBRD total,IBT,66.93536496,yes
1995,IDA & IBRD total,IBT,65.54398541,yes
1996,IDA & IBRD total,IBT,64.17637014,yes
1997,IDA & IBRD total,IBT,62.65958024,yes
1998,IDA & IBRD total,IBT,61.04661394,yes
1999,IDA & IBRD total,IBT,59.36971241,yes
2000,IDA & IBRD total,IBT,57.51613387,yes
2001,IDA & IBRD total,IBT,55.61815897,yes
2002,IDA & IBRD total,IBT,53.67666261,yes
2003,IDA & IBRD total,IBT,51.78536721,yes
2004,IDA & IBRD total,IBT,50.01286322,yes
2005,IDA & IBRD total,IBT,48.07646328,yes
2006,IDA & IBRD total,IBT,46.33325319,yes
2007,IDA & IBRD total,IBT,44.63222225,yes
2008,IDA & IBRD total,IBT,43.07968999,yes
2009,IDA & IBRD total,IBT,41.42897748,yes
2010,IDA & IBRD total,IBT,40.05213249,yes
2011,IDA & IBRD total,IBT,38.57870621,yes
2012,IDA & IBRD total,IBT,37.30961142,yes
2013,IDA & IBRD total,IBT,36.11998126,yes
2014,IDA & IBRD total,IBT,35.03252406,yes
2015,IDA & IBRD total,IBT,33.98495644,yes
2016,IDA & IBRD total,IBT,33.05228757,yes
2017,IDA & IBRD total,IBT,32.08123463,yes
2018,IDA & IBRD total,IBT,31.20174659,yes
2019,IDA & IBRD total,IBT,30.37654049,yes
2020,IDA & IBRD total,IBT,29.61290366,yes
1990,High income,HIC,10.3,yes
1991,High income,HIC,9.9,yes
1992,High income,HIC,9.4,yes
1993,High income,HIC,8.9,yes
1994,High income,HIC,8.4,yes
1995,High income,HIC,8,yes
1996,High income,HIC,7.6,yes
1997,High income,HIC,7.3,yes
1998,High income,HIC,7,yes
1999,High income,HIC,6.7,yes
2000,High income,HIC,6.5,yes
2001,High income,HIC,6.3,yes
2002,High income,HIC,6.1,yes
2003,High income,HIC,6,yes
2004,High income,HIC,5.8,yes
2005,High income,HIC,5.7,yes
2006,High income,HIC,5.5,yes
2007,High income,HIC,5.4,yes
2008,High income,HIC,5.2,yes
2009,High income,HIC,5.1,yes
2010,High income,HIC,5,yes
2011,High income,HIC,4.8,yes
2012,High income,HIC,4.7,yes
2013,High income,HIC,4.6,yes
2014,High income,HIC,4.5,yes
2015,High income,HIC,4.5,yes
2016,High income,HIC,4.4,yes
2017,High income,HIC,4.3,yes
2018,High income,HIC,4.3,yes
2019,High income,HIC,4.2,yes
2020,High income,HIC,4.1,yes
1990,North America,NAC,9.2,yes
1991,North America,NAC,8.9,yes
1992,North America,NAC,8.6,yes
1993,North America,NAC,8.3,yes
1994,North America,NAC,8,yes
1995,North America,NAC,7.7,yes
1996,North America,NAC,7.5,yes
1997,North America,NAC,7.3,yes
1998,North America,NAC,7.2,yes
1999,North America,NAC,7.1,yes
2000,North America,NAC,7,yes
2001,North America,NAC,6.9,yes
2002,North America,NAC,6.8,yes
2003,North America,NAC,6.8,yes
2004,North America,NAC,6.7,yes
2005,North America,NAC,6.6,yes
2006,North America,NAC,6.5,yes
2007,North America,NAC,6.5,yes
2008,North America,NAC,6.4,yes
2009,North America,NAC,6.2,yes
2010,North America,NAC,6.1,yes
2011,North America,NAC,6,yes
2012,North America,NAC,5.9,yes
2013,North America,NAC,5.9,yes
2014,North America,NAC,5.8,yes
2015,North America,NAC,5.7,yes
2016,North America,NAC,5.6,yes
2017,North America,NAC,5.6,yes
2018,North America,NAC,5.5,yes
2019,North America,NAC,5.4,yes
2020,North America,NAC,5.3,yes
1990,IDA total,IDA,103.4837776,yes
1991,IDA total,IDA,101.9599226,yes
1992,IDA total,IDA,100.4322286,yes
1993,IDA total,IDA,98.89914134,yes
1994,IDA total,IDA,97.71952109,yes
1995,IDA total,IDA,95.41296288,yes
1996,IDA total,IDA,93.46028119,yes
1997,IDA total,IDA,91.34173678,yes
1998,IDA total,IDA,89.11225665,yes
1999,IDA total,IDA,86.62757883,yes
2000,IDA total,IDA,84.10465179,yes
2001,IDA total,IDA,81.4501988,yes
2002,IDA total,IDA,78.77124732,yes
2003,IDA total,IDA,76.14584024,yes
2004,IDA total,IDA,73.60165448,yes
2005,IDA total,IDA,71.18461325,yes
2006,IDA total,IDA,68.94021196,yes
2007,IDA total,IDA,66.77438006,yes
2008,IDA total,IDA,65.03929241,yes
2009,IDA total,IDA,62.95364676,yes
2010,IDA total,IDA,61.51403657,yes
2011,IDA total,IDA,59.61444193,yes
2012,IDA total,IDA,58.12591499,yes
2013,IDA total,IDA,56.71225688,yes
2014,IDA total,IDA,55.36486083,yes
2015,IDA total,IDA,54.06324445,yes
2016,IDA total,IDA,52.74659735,yes
2017,IDA total,IDA,51.37043313,yes
2018,IDA total,IDA,50.09342673,yes
2019,IDA total,IDA,48.8296601,yes
2020,IDA total,IDA,47.58187727,yes
1990,Lower middle income,LMC,83,yes
1991,Lower middle income,LMC,81.3,yes
1992,Lower middle income,LMC,79.7,yes
1993,Lower middle income,LMC,78.1,yes
1994,Lower middle income,LMC,76.6,yes
1995,Lower middle income,LMC,74.9,yes
1996,Lower middle income,LMC,73.2,yes
1997,Lower middle income,LMC,71.4,yes
1998,Lower middle income,LMC,69.5,yes
1999,Lower middle income,LMC,67.5,yes
2000,Lower middle income,LMC,65.4,yes
2001,Lower middle income,LMC,63.3,yes
2002,Lower middle income,LMC,61.2,yes
2003,Lower middle income,LMC,59.2,yes
2004,Lower middle income,LMC,57.3,yes
2005,Lower middle income,LMC,55.2,yes
2006,Lower middle income,LMC,53.4,yes
2007,Lower middle income,LMC,51.6,yes
2008,Lower middle income,LMC,50,yes
2009,Lower middle income,LMC,48.1,yes
2010,Lower middle income,LMC,46.6,yes
2011,Lower middle income,LMC,44.9,yes
2012,Lower middle income,LMC,43.4,yes
2013,Lower middle income,LMC,42,yes
2014,Lower middle income,LMC,40.7,yes
2015,Lower middle income,LMC,39.5,yes
2016,Lower middle income,LMC,38.3,yes
2017,Lower middle income,LMC,37.1,yes
2018,Lower middle income,LMC,36,yes
2019,Lower middle income,LMC,34.9,yes
2020,Lower middle income,LMC,33.9,yes
1990,Low & middle income,LMY,70.91249925,yes
1991,Low & middle income,LMY,70.05285846,yes
1992,Low & middle income,LMY,69.21208243,yes
1993,Low & middle income,LMY,68.28484735,yes
1994,Low & middle income,LMY,67.38321964,yes
1995,Low & middle income,LMY,65.99147956,yes
1996,Low & middle income,LMY,64.61843832,yes
1997,Low & middle income,LMY,63.08893174,yes
1998,Low & middle income,LMY,61.45632585,yes
1999,Low & middle income,LMY,59.68688078,yes
2000,Low & middle income,LMY,57.87200177,yes
2001,Low & middle income,LMY,55.94614383,yes
2002,Low & middle income,LMY,53.97934976,yes
2003,Low & middle income,LMY,52.06945155,yes
2004,Low & middle income,LMY,50.28433726,yes
2005,Low & middle income,LMY,48.33990244,yes
2006,Low & middle income,LMY,46.59095294,yes
2007,Low & middle income,LMY,44.8834013,yes
2008,Low & middle income,LMY,43.32324426,yes
2009,Low & middle income,LMY,41.66111157,yes
2010,Low & middle income,LMY,40.27128941,yes
2011,Low & middle income,LMY,38.78232593,yes
2012,Low & middle income,LMY,37.49708425,yes
2013,Low & middle income,LMY,36.29243136,yes
2014,Low & middle income,LMY,35.19115415,yes
2015,Low & middle income,LMY,34.1277698,yes
2016,Low & middle income,LMY,33.16493522,yes
2017,Low & middle income,LMY,32.18479233,yes
2018,Low & middle income,LMY,31.29740784,yes
2019,Low & middle income,LMY,30.46489217,yes
2020,Low & middle income,LMY,29.69208164,yes
1990,Middle East & North Africa (excluding high income),MNA,52.47492769,yes
1991,Middle East & North Africa (excluding high income),MNA,50.74488217,yes
1992,Middle East & North Africa (excluding high income),MNA,49.06523531,yes
1993,Middle East & North Africa (excluding high income),MNA,47.51940824,yes
1994,Middle East & North Africa (excluding high income),MNA,45.93000252,yes
1995,Middle East & North Africa (excluding high income),MNA,44.35215274,yes
1996,Middle East & North Africa (excluding high income),MNA,42.80031209,yes
1997,Middle East & North Africa (excluding high income),MNA,41.26862601,yes
1998,Middle East & North Africa (excluding high income),MNA,39.72133648,yes
1999,Middle East & North Africa (excluding high income),MNA,38.22615846,yes
2000,Middle East & North Africa (excluding high income),MNA,36.73084467,yes
2001,Middle East & North Africa (excluding high income),MNA,35.27154885,yes
2002,Middle East & North Africa (excluding high income),MNA,33.83430893,yes
2003,Middle East & North Africa (excluding high income),MNA,32.45082878,yes
2004,Middle East & North Africa (excluding high income),MNA,31.0867918,yes
2005,Middle East & North Africa (excluding high income),MNA,29.78219195,yes
2006,Middle East & North Africa (excluding high income),MNA,28.55968381,yes
2007,Middle East & North Africa (excluding high income),MNA,27.38872277,yes
2008,Middle East & North Africa (excluding high income),MNA,26.27419416,yes
2009,Middle East & North Africa (excluding high income),MNA,25.27833941,yes
2010,Middle East & North Africa (excluding high income),MNA,24.42373425,yes
2011,Middle East & North Africa (excluding high income),MNA,23.74604166,yes
2012,Middle East & North Africa (excluding high income),MNA,23.47459086,yes
2013,Middle East & North Africa (excluding high income),MNA,22.98665648,yes
2014,Middle East & North Africa (excluding high income),MNA,22.43742775,yes
2015,Middle East & North Africa (excluding high income),MNA,21.84697142,yes
2016,Middle East & North Africa (excluding high income),MNA,21.27860785,yes
2017,Middle East & North Africa (excluding high income),MNA,20.50700604,yes
2018,Middle East & North Africa (excluding high income),MNA,20.07496815,yes
2019,Middle East & North Africa (excluding high income),MNA,19.62252894,yes
